['x1', 'y1', 'x2', 'y2']
[2411, 1152, 2617, 1330]
[2514, 1154, 2720, 1330]
[2617, 1154, 2823, 1330]
[2720, 1156, 2926, 1332]
[2823, 1156, 3029, 1332]
[2926, 1156, 3132, 1332]
[3029, 1156, 3235, 1332]
[3132, 1156, 3338, 1332]
[3235, 1156, 3441, 1332]
[3338, 1158, 3544, 1332]
[351, 1383, 557, 1567]
[454, 1385, 660, 1569]
[557, 1387, 763, 1569]
[660, 1389, 866, 1569]
[763, 1389, 969, 1569]
[866, 1389, 1072, 1569]
[969, 1389, 1175, 1569]
[1072, 1389, 1278, 1569]
[1175, 1389, 1381, 1567]
[1278, 1389, 1484, 1567]
[1381, 1387, 1587, 1567]
[1484, 1387, 1690, 1567]
[1587, 1387, 1793, 1567]
[1690, 1387, 1896, 1565]
[1793, 1387, 1999, 1565]
[1896, 1387, 2102, 1565]
[1999, 1387, 2205, 1565]
[2102, 1387, 2308, 1565]
[2205, 1387, 2411, 1562]
[2308, 1387, 2514, 1562]
[2411, 1387, 2617, 1562]
[2514, 1387, 2720, 1562]
[2617, 1387, 2823, 1562]
[2720, 1387, 2926, 1562]
[2823, 1387, 3029, 1562]
[2926, 1385, 3132, 1562]
[3029, 1385, 3235, 1560]
[3132, 1385, 3338, 1560]
[3235, 1385, 3441, 1558]
[3338, 1385, 3544, 1558]
[351, 1618, 557, 1802]
[454, 1624, 660, 1802]
[557, 1626, 763, 1800]
[660, 1626, 866, 1800]
[763, 1624, 969, 1797]
[866, 1624, 1072, 1797]
[969, 1624, 1175, 1797]
[1072, 1624, 1278, 1795]
[1175, 1622, 1381, 1795]
[1278, 1622, 1484, 1795]
[1381, 1622, 1587, 1793]
[1484, 1620, 1690, 1793]
[1587, 1620, 1793, 1791]
[1690, 1620, 1896, 1791]
[1793, 1620, 1999, 1791]
[1896, 1618, 2102, 1789]
[1999, 1618, 2205, 1789]
[2102, 1618, 2308, 1789]
[2205, 1615, 2411, 1789]
[2308, 1615, 2514, 1789]
[2411, 1615, 2617, 1789]
[2514, 1615, 2720, 1789]
[2617, 1615, 2823, 1786]
[2720, 1613, 2926, 1786]
[2823, 1613, 3029, 1786]
[2926, 1613, 3132, 1784]
[3029, 1611, 3235, 1784]
[3132, 1611, 3338, 1784]
[3235, 1611, 3441, 1784]
[3338, 1611, 3544, 1784]
[351, 1886, 557, 2044]
[454, 1892, 660, 2072]
[557, 1892, 763, 2072]
[660, 1890, 866, 2072]
[763, 1890, 969, 2070]
[866, 1888, 1072, 2068]
[969, 1886, 1175, 2066]
[1072, 1881, 1278, 2063]
[1175, 1881, 1381, 2061]
[1278, 1879, 1484, 2057]
[1381, 1879, 1587, 2057]
[1484, 1877, 1690, 2059]
[1587, 1877, 1793, 2059]
[1690, 1875, 1896, 2057]
[1793, 1875, 1999, 2057]
[1896, 1875, 2102, 2057]
[1999, 1872, 2205, 2055]
[2102, 1872, 2308, 2055]
[2205, 1870, 2411, 2052]
[2308, 1870, 2514, 2052]
[2411, 1870, 2617, 2050]
[2514, 1870, 2720, 2050]
[2617, 1868, 2823, 2050]
[2720, 1868, 2926, 2050]
[2823, 1868, 3029, 2048]
[2926, 1868, 3132, 2048]
[3029, 1868, 3235, 2048]
[3132, 1868, 3338, 2046]
[3235, 1868, 3441, 2044]
[3338, 1866, 3544, 2044]
