['x1', 'y1', 'x2', 'y2']
[3271, 1426, 3497, 1602]
[446, 1662, 672, 1849]
[559, 1669, 785, 1849]
[672, 1671, 898, 1849]
[785, 1671, 1011, 1849]
[898, 1669, 1124, 1847]
[1011, 1669, 1237, 1847]
[1124, 1669, 1350, 1847]
[1237, 1666, 1463, 1844]
[1350, 1666, 1576, 1844]
[1463, 1666, 1689, 1844]
[1576, 1666, 1802, 1842]
[1689, 1664, 1915, 1842]
[1802, 1664, 2028, 1842]
[1915, 1664, 2141, 1839]
[2028, 1662, 2254, 1839]
[2141, 1662, 2367, 1839]
[2254, 1662, 2480, 1837]
[2367, 1662, 2593, 1837]
[2480, 1662, 2706, 1837]
[2593, 1662, 2819, 1837]
[2706, 1659, 2932, 1835]
[2819, 1659, 3045, 1835]
[2932, 1659, 3158, 1835]
[3045, 1657, 3271, 1832]
[3158, 1657, 3384, 1830]
[3271, 1657, 3497, 1830]
[446, 1933, 672, 2092]
[559, 1936, 785, 2121]
[672, 1936, 898, 2121]
[785, 1933, 1011, 2119]
[898, 1933, 1124, 2116]
[1011, 1931, 1237, 2114]
[1124, 1928, 1350, 2111]
[1237, 1926, 1463, 2109]
[1350, 1926, 1576, 2106]
[1463, 1924, 1689, 2104]
[1576, 1924, 1802, 2104]
[1689, 1924, 1915, 2102]
[1802, 1921, 2028, 2102]
[1915, 1921, 2141, 2099]
[2028, 1919, 2254, 2099]
[2141, 1919, 2367, 2097]
[2254, 1919, 2480, 2097]
[2367, 1916, 2593, 2094]
[2480, 1916, 2706, 2094]
[2593, 1916, 2819, 2094]
[2706, 1914, 2932, 2092]
[2819, 1914, 3045, 2092]
[2932, 1914, 3158, 2092]
[3045, 1916, 3271, 2092]
[3158, 1914, 3384, 2092]
[3271, 1914, 3497, 2092]
[446, 2140, 672, 2337]
[559, 2152, 785, 2337]
[672, 2152, 898, 2337]
[785, 2147, 1011, 2332]
[898, 2144, 1124, 2330]
[1011, 2142, 1237, 2325]
[1124, 2140, 1350, 2322]
[1237, 2137, 1463, 2320]
[1350, 2137, 1576, 2320]
[1463, 2137, 1689, 2320]
[1576, 2137, 1802, 2320]
[1689, 2137, 1915, 2320]
[1802, 2135, 2028, 2320]
[1915, 2135, 2141, 2320]
[2028, 2132, 2254, 2318]
[2141, 2130, 2367, 2318]
[2254, 2130, 2480, 2315]
[2367, 2130, 2593, 2313]
[2480, 2128, 2706, 2313]
[2593, 2128, 2819, 2310]
[2706, 2125, 2932, 2310]
[2819, 2125, 3045, 2308]
[2932, 2123, 3158, 2308]
[3045, 2123, 3271, 2305]
[3158, 2118, 3384, 2301]
[3271, 2115, 3497, 2296]
