['x1', 'y1', 'x2', 'y2']
[3208, 706, 3455, 879]
[3331, 708, 3578, 879]
[379, 913, 626, 1090]
[502, 913, 749, 1090]
[625, 915, 872, 1092]
[748, 915, 995, 1092]
[871, 917, 1118, 1092]
[994, 917, 1241, 1092]
[1117, 919, 1364, 1092]
[1240, 919, 1487, 1092]
[1363, 919, 1610, 1094]
[1486, 921, 1733, 1094]
[1609, 921, 1856, 1094]
[1732, 921, 1979, 1094]
[1855, 923, 2102, 1094]
[1978, 923, 2225, 1094]
[2101, 923, 2348, 1094]
[2224, 923, 2471, 1096]
[2347, 925, 2594, 1096]
[2470, 925, 2717, 1096]
[2593, 928, 2840, 1096]
[2716, 928, 2963, 1099]
[2839, 928, 3086, 1099]
[2962, 928, 3209, 1099]
[3085, 930, 3332, 1099]
[3208, 930, 3455, 1101]
[3331, 930, 3578, 1101]
[379, 1145, 626, 1325]
[502, 1147, 749, 1325]
[625, 1147, 872, 1325]
[748, 1147, 995, 1325]
[871, 1147, 1118, 1325]
[994, 1147, 1241, 1325]
[1117, 1147, 1364, 1325]
[1240, 1147, 1487, 1322]
[1363, 1147, 1610, 1322]
[1486, 1147, 1733, 1322]
[1609, 1147, 1856, 1322]
[1732, 1147, 1979, 1322]
[1855, 1147, 2102, 1322]
[1978, 1147, 2225, 1322]
[2101, 1147, 2348, 1322]
[2224, 1147, 2471, 1322]
[2347, 1147, 2594, 1322]
[2470, 1149, 2717, 1322]
[2593, 1149, 2840, 1322]
[2716, 1149, 2963, 1322]
[2839, 1149, 3086, 1322]
[2962, 1149, 3209, 1322]
[3085, 1149, 3332, 1322]
[3208, 1149, 3455, 1322]
[3331, 1149, 3578, 1322]
[379, 1375, 626, 1559]
[502, 1380, 749, 1559]
[625, 1382, 872, 1559]
[748, 1382, 995, 1559]
[871, 1382, 1118, 1559]
[994, 1382, 1241, 1559]
[1117, 1382, 1364, 1557]
[1240, 1382, 1487, 1557]
[1363, 1380, 1610, 1557]
[1486, 1380, 1733, 1555]
[1609, 1380, 1856, 1555]
[1732, 1380, 1979, 1553]
[1855, 1377, 2102, 1553]
[1978, 1377, 2225, 1553]
[2101, 1377, 2348, 1553]
[2224, 1377, 2471, 1550]
[2347, 1377, 2594, 1550]
[2470, 1377, 2717, 1550]
[2593, 1375, 2840, 1548]
[2716, 1375, 2963, 1548]
[2839, 1375, 3086, 1548]
[2962, 1373, 3209, 1546]
[3085, 1373, 3332, 1546]
[3208, 1373, 3455, 1544]
[3331, 1373, 3578, 1544]
[379, 1608, 626, 1789]
[502, 1614, 749, 1789]
[625, 1614, 872, 1787]
[748, 1612, 995, 1785]
[871, 1610, 1118, 1783]
[994, 1610, 1241, 1783]
[1117, 1610, 1364, 1781]
[1240, 1610, 1487, 1781]
[1363, 1608, 1610, 1779]
[1486, 1606, 1733, 1776]
[1609, 1606, 1856, 1776]
[1732, 1606, 1979, 1774]
[1855, 1603, 2102, 1774]
[1978, 1603, 2225, 1772]
[2101, 1601, 2348, 1772]
[2224, 1601, 2471, 1770]
[2347, 1601, 2594, 1770]
[2470, 1599, 2717, 1770]
[2593, 1599, 2840, 1768]
[2716, 1597, 2963, 1768]
[2839, 1597, 3086, 1768]
[2962, 1595, 3209, 1766]
[3085, 1595, 3332, 1766]
[3208, 1595, 3455, 1766]
[3331, 1593, 3578, 1766]
[379, 1866, 626, 2026]
[502, 1877, 749, 2054]
[625, 1875, 872, 2054]
[748, 1872, 995, 2052]
[871, 1870, 1118, 2048]
[994, 1868, 1241, 2045]
[1117, 1864, 1364, 2041]
[1240, 1862, 1487, 2039]
[1363, 1862, 1610, 2037]
[1486, 1859, 1733, 2037]
[1609, 1857, 1856, 2037]
[1732, 1857, 1979, 2037]
[1855, 1857, 2102, 2037]
[1978, 1855, 2225, 2035]
[2101, 1853, 2348, 2035]
[2224, 1853, 2471, 2033]
[2347, 1851, 2594, 2030]
[2470, 1851, 2717, 2028]
[2593, 1849, 2840, 2028]
[2716, 1849, 2963, 2026]
[2839, 1849, 3086, 2026]
[2962, 1849, 3209, 2026]
[3085, 1849, 3332, 2024]
[3208, 1847, 3455, 2022]
[3331, 1844, 3578, 2020]
