['x1', 'y2', 'w', 'h']
[785, 1186, 227, 181]
[898, 1186, 227, 181]
[1011, 1186, 227, 181]
[1124, 1188, 227, 179]
[1237, 1188, 227, 182]
[1350, 1188, 227, 182]
[1463, 1188, 227, 182]
[1576, 1191, 227, 179]
[1689, 1191, 227, 179]
[1802, 1191, 227, 179]
[1915, 1191, 227, 179]
[2028, 1191, 227, 179]
[2141, 1193, 227, 177]
[2254, 1193, 227, 177]
[2367, 1193, 227, 177]
[2480, 1193, 227, 177]
[2593, 1193, 227, 177]
[2706, 1196, 227, 176]
[2819, 1196, 227, 176]
[2932, 1196, 227, 176]
[3045, 1196, 227, 176]
[3158, 1198, 227, 174]
[3271, 1198, 227, 176]
[446, 1424, 227, 186]
[559, 1426, 227, 184]
[672, 1429, 227, 183]
[785, 1429, 227, 183]
[898, 1429, 227, 183]
[1011, 1429, 227, 183]
[1124, 1429, 227, 183]
[1237, 1426, 227, 184]
[1350, 1426, 227, 184]
[1463, 1426, 227, 184]
[1576, 1426, 227, 184]
[1689, 1426, 227, 184]
[1802, 1426, 227, 184]
[1915, 1426, 227, 184]
[2028, 1426, 227, 181]
[2141, 1426, 227, 181]
[2254, 1426, 227, 181]
[2367, 1426, 227, 181]
[2480, 1426, 227, 181]
[2593, 1429, 227, 178]
[2706, 1429, 227, 178]
[2819, 1429, 227, 176]
[2932, 1426, 227, 179]
[3045, 1426, 227, 177]
[3158, 1426, 227, 177]
[3271, 1426, 227, 177]
[446, 1662, 227, 188]
[559, 1669, 227, 181]
[672, 1671, 227, 179]
[785, 1671, 227, 179]
[898, 1669, 227, 179]
[1011, 1669, 227, 179]
[1124, 1669, 227, 179]
[1237, 1666, 227, 179]
[1350, 1666, 227, 179]
[1463, 1666, 227, 179]
[1576, 1666, 227, 177]
[1689, 1664, 227, 179]
[1802, 1664, 227, 179]
[1915, 1664, 227, 176]
[2028, 1662, 227, 178]
[2141, 1662, 227, 178]
[2254, 1662, 227, 176]
[2367, 1662, 227, 176]
[2480, 1662, 227, 176]
[2593, 1662, 227, 176]
[2706, 1659, 227, 177]
[2819, 1659, 227, 177]
[2932, 1659, 227, 177]
[3045, 1657, 227, 176]
[3158, 1657, 227, 174]
[3271, 1657, 227, 174]
[446, 1933, 227, 160]
[559, 1936, 227, 186]
[672, 1936, 227, 186]
[785, 1933, 227, 187]
[898, 1933, 227, 184]
[1011, 1931, 227, 184]
[1124, 1928, 227, 184]
[1237, 1926, 227, 184]
[1350, 1926, 227, 181]
[1463, 1924, 227, 181]
[1576, 1924, 227, 181]
[1689, 1924, 227, 179]
[1802, 1921, 227, 182]
[1915, 1921, 227, 179]
[2028, 1919, 227, 181]
[2141, 1919, 227, 179]
[2254, 1919, 227, 179]
[2367, 1916, 227, 179]
[2480, 1916, 227, 179]
[2593, 1916, 227, 179]
[2706, 1914, 227, 179]
[2819, 1914, 227, 179]
[2932, 1914, 227, 179]
[3045, 1916, 227, 177]
[3158, 1914, 227, 179]
[3271, 1914, 227, 179]
[446, 2140, 227, 198]
[559, 2152, 227, 186]
[672, 2152, 227, 186]
[785, 2147, 227, 186]
[898, 2144, 227, 187]
[1011, 2142, 227, 184]
[1124, 2140, 227, 183]
[1237, 2137, 227, 184]
[1350, 2137, 227, 184]
[1463, 2137, 227, 184]
[1576, 2137, 227, 184]
[1689, 2137, 227, 184]
[1802, 2135, 227, 186]
[1915, 2135, 227, 186]
[2028, 2132, 227, 187]
[2141, 2130, 227, 189]
[2254, 2130, 227, 186]
[2367, 2130, 227, 184]
[2480, 2128, 227, 186]
[2593, 2128, 227, 183]
[2706, 2125, 227, 186]
[2819, 2125, 227, 184]
[2932, 2123, 227, 186]
[3045, 2123, 227, 183]
[3158, 2118, 227, 184]
[3271, 2115, 227, 182]
