['x1', 'y2', 'w', 'h']
[557, 1148, 207, 183]
[660, 1148, 207, 183]
[763, 1150, 207, 181]
[866, 1150, 207, 181]
[969, 1150, 207, 181]
[1072, 1150, 207, 181]
[1175, 1150, 207, 181]
[1278, 1152, 207, 179]
[1381, 1152, 207, 179]
[1484, 1152, 207, 179]
[1587, 1152, 207, 179]
[1690, 1152, 207, 179]
[1793, 1152, 207, 179]
[1896, 1152, 207, 179]
[1999, 1154, 207, 177]
[2102, 1154, 207, 177]
[2205, 1154, 207, 177]
[2308, 1152, 207, 179]
[2411, 1152, 207, 179]
[2514, 1154, 207, 177]
[2617, 1154, 207, 177]
[2720, 1156, 207, 177]
[2823, 1156, 207, 177]
[2926, 1156, 207, 177]
[3029, 1156, 207, 177]
[3132, 1156, 207, 177]
[3235, 1156, 207, 177]
[3338, 1158, 207, 175]
[351, 1383, 207, 185]
[454, 1385, 207, 185]
[557, 1387, 207, 183]
[660, 1389, 207, 181]
[763, 1389, 207, 181]
[866, 1389, 207, 181]
[969, 1389, 207, 181]
[1072, 1389, 207, 181]
[1175, 1389, 207, 179]
[1278, 1389, 207, 179]
[1381, 1387, 207, 181]
[1484, 1387, 207, 181]
[1587, 1387, 207, 181]
[1690, 1387, 207, 179]
[1793, 1387, 207, 179]
[1896, 1387, 207, 179]
[1999, 1387, 207, 179]
[2102, 1387, 207, 179]
[2205, 1387, 207, 176]
[2308, 1387, 207, 176]
[2411, 1387, 207, 176]
[2514, 1387, 207, 176]
[2617, 1387, 207, 176]
[2720, 1387, 207, 176]
[2823, 1387, 207, 176]
[2926, 1385, 207, 178]
[3029, 1385, 207, 176]
[3132, 1385, 207, 176]
[3235, 1385, 207, 174]
[3338, 1385, 207, 174]
[351, 1618, 207, 185]
[454, 1624, 207, 179]
[557, 1626, 207, 175]
[660, 1626, 207, 175]
[763, 1624, 207, 174]
[866, 1624, 207, 174]
[969, 1624, 207, 174]
[1072, 1624, 207, 172]
[1175, 1622, 207, 174]
[1278, 1622, 207, 174]
[1381, 1622, 207, 172]
[1484, 1620, 207, 174]
[1587, 1620, 207, 172]
[1690, 1620, 207, 172]
[1793, 1620, 207, 172]
[1896, 1618, 207, 172]
[1999, 1618, 207, 172]
[2102, 1618, 207, 172]
[2205, 1615, 207, 175]
[2308, 1615, 207, 175]
[2411, 1615, 207, 175]
[2514, 1615, 207, 175]
[2617, 1615, 207, 172]
[2720, 1613, 207, 174]
[2823, 1613, 207, 174]
[2926, 1613, 207, 172]
[3029, 1611, 207, 174]
[3132, 1611, 207, 174]
[3235, 1611, 207, 174]
[3338, 1611, 207, 174]
[351, 1886, 207, 159]
[454, 1892, 207, 181]
[557, 1892, 207, 181]
[660, 1890, 207, 183]
[763, 1890, 207, 181]
[866, 1888, 207, 181]
[969, 1886, 207, 181]
[1072, 1881, 207, 183]
[1175, 1881, 207, 181]
[1278, 1879, 207, 179]
[1381, 1879, 207, 179]
[1484, 1877, 207, 183]
[1587, 1877, 207, 183]
[1690, 1875, 207, 183]
[1793, 1875, 207, 183]
[1896, 1875, 207, 183]
[1999, 1872, 207, 184]
[2102, 1872, 207, 184]
[2205, 1870, 207, 183]
[2308, 1870, 207, 183]
[2411, 1870, 207, 181]
[2514, 1870, 207, 181]
[2617, 1868, 207, 183]
[2720, 1868, 207, 183]
[2823, 1868, 207, 181]
[2926, 1868, 207, 181]
[3029, 1868, 207, 181]
[3132, 1868, 207, 179]
[3235, 1868, 207, 177]
[3338, 1866, 207, 179]
