['x', 'y', 'a', 'b']
[2638, 1178, 2886.5, 1331]
[2886.5, 1178, 3135, 1331]
[2886, 1179, 3134.5, 1332]
[3134.5, 1179, 3383, 1332]
[3134, 1180, 3382.5, 1332]
[3382.5, 1180, 3631, 1332]
[406, 1406, 654.5, 1558]
[654.5, 1406, 903, 1558]
[654, 1406, 902.5, 1559]
[902.5, 1406, 1151, 1559]
[902, 1407, 1150.5, 1559]
[1150.5, 1407, 1399, 1559]
[1150, 1408, 1398.5, 1560]
[1398.5, 1408, 1647, 1560]
[1398, 1409, 1646.5, 1561]
[1646.5, 1409, 1895, 1561]
[1646, 1410, 1894.5, 1562]
[1894.5, 1410, 2143, 1562]
[1894, 1410, 2142.5, 1563]
[2142.5, 1410, 2391, 1563]
[2142, 1411, 2390.5, 1564]
[2390.5, 1411, 2639, 1564]
[2390, 1412, 2638.5, 1565]
[2638.5, 1412, 2887, 1565]
[2638, 1413, 2886.5, 1566]
[2886.5, 1413, 3135, 1566]
[2886, 1414, 3134.5, 1567]
[3134.5, 1414, 3383, 1567]
[3134, 1415, 3382.5, 1567]
[3382.5, 1415, 3631, 1567]
[406, 1640, 654.5, 1792]
[654.5, 1640, 903, 1792]
[654, 1641, 902.5, 1793]
[902.5, 1641, 1151, 1793]
[902, 1642, 1150.5, 1794]
[1150.5, 1642, 1399, 1794]
[1150, 1643, 1398.5, 1795]
[1398.5, 1643, 1647, 1795]
[1398, 1644, 1646.5, 1795]
[1646.5, 1644, 1895, 1795]
[1646, 1645, 1894.5, 1796]
[1894.5, 1645, 2143, 1796]
[1894, 1645, 2142.5, 1797]
[2142.5, 1645, 2391, 1797]
[2142, 1646, 2390.5, 1798]
[2390.5, 1646, 2639, 1798]
[2390, 1647, 2638.5, 1799]
[2638.5, 1647, 2887, 1799]
[2638, 1648, 2886.5, 1800]
[2886.5, 1648, 3135, 1800]
[2886, 1649, 3134.5, 1801]
[3134.5, 1649, 3383, 1801]
[3134, 1650, 3382.5, 1801]
[3382.5, 1650, 3631, 1801]
